awardYear,category,dateAwarded,prizeAmount,prizeAmountAdjusted,id,name,motivation
2008,Literature,2008-10-09,10000000,12377622,832,Jean-Marie Gustave Le Clézio,"author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization"
2008,Peace,2008-10-10,10000000,12377622,833,Martti Ahtisaari,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts"
2008,Physics,2008-10-07,10000000,12377622,826,Yoichiro Nambu,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics
2008,Physics,2008-10-07,10000000,12377622,827,Makoto Kobayashi,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature
2008,Physics,2008-10-07,10000000,12377622,828,Toshihide Maskawa,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature
2008,Physiology or Medicine,2008-10-06,10000000,12377622,823,Harald zur Hausen,for his discovery of human papilloma viruses causing cervical cancer
2008,Physiology or Medicine,2008-10-06,10000000,12377622,824,Françoise Barré-Sinoussi,for their discovery of human immunodeficiency virus
2008,Physiology or Medicine,2008-10-06,10000000,12377622,825,Luc Montagnier,for their discovery of human immunodeficiency virus
2009,Chemistry,2009-10-07,10000000,12413793,841,Venkatraman Ramakrishnan,for studies of the structure and function of the ribosome
2009,Chemistry,2009-10-07,10000000,12413793,842,Thomas A. Steitz,for studies of the structure and function of the ribosome
2009,Chemistry,2009-10-07,10000000,12413793,843,Ada E. Yonath,for studies of the structure and function of the ribosome
2009,Economic Sciences,2009-10-12,10000000,12413793,846,Elinor Ostrom,"for her analysis of economic governance, especially the commons"
2009,Economic Sciences,2009-10-12,10000000,12413793,847,Oliver E. Williamson,"for his analysis of economic governance, especially the boundaries of the firm"
2009,Literature,2009-10-08,10000000,12413793,844,Herta Müller,"who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed"
2009,Peace,2009-10-09,10000000,12413793,845,Barack H. Obama,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples
2009,Physics,2009-10-06,10000000,12413793,838,Charles K. Kao,for groundbreaking achievements concerning the transmission of light in fibers for optical communication
2009,Physics,2009-10-06,10000000,12413793,839,Willard S. Boyle,for the invention of an imaging semiconductor circuit - the CCD sensor
2009,Physics,2009-10-06,10000000,12413793,840,George E. Smith,for the invention of an imaging semiconductor circuit - the CCD sensor
2009,Physiology or Medicine,2009-10-05,10000000,12413793,835,Elizabeth H. Blackburn,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase
2009,Physiology or Medicine,2009-10-05,10000000,12413793,836,Carol W. Greider,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase
2009,Physiology or Medicine,2009-10-05,10000000,12413793,837,Jack W. Szostak,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase
2010,Chemistry,2010-10-06,10000000,12256203,851,Richard F. Heck,for palladium-catalyzed cross couplings in organic synthesis
2010,Chemistry,2010-10-06,10000000,12256203,852,Ei-ichi Negishi,for palladium-catalyzed cross couplings in organic synthesis
2010,Chemistry,2010-10-06,10000000,12256203,853,Akira Suzuki,for palladium-catalyzed cross couplings in organic synthesis
2010,Economic Sciences,2010-10-11,10000000,12256203,856,Peter A. Diamond,for their analysis of markets with search frictions
2010,Economic Sciences,2010-10-11,10000000,12256203,857,Dale T. Mortensen,for their analysis of markets with search frictions
2010,Economic Sciences,2010-10-11,10000000,12256203,858,Christopher A. Pissarides,for their analysis of markets with search frictions
2010,Literature,2010-10-07,10000000,12256203,854,Mario Vargas Llosa,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat"
2010,Peace,2010-10-08,10000000,12256203,855,Liu Xiaobo,for his long and non-violent struggle for fundamental human rights in China
2010,Physics,2010-10-05,10000000,12256203,849,Andre Geim,for groundbreaking experiments regarding the two-dimensional material graphene
2010,Physics,2010-10-05,10000000,12256203,850,Konstantin Novoselov,for groundbreaking experiments regarding the two-dimensional material graphene
2010,Physiology or Medicine,2010-10-04,10000000,12256203,848,Robert G. Edwards,for the development of in vitro fertilization
2011,Chemistry,2011-10-05,10000000,11946007,867,Dan Shechtman,for the discovery of quasicrystals
2011,Economic Sciences,2011-10-10,10000000,11946007,872,Thomas J. Sargent,for their empirical research on cause and effect in the macroeconomy
2011,Economic Sciences,2011-10-10,10000000,11946007,873,Christopher A. Sims,for their empirical research on cause and effect in the macroeconomy
2011,Literature,2011-10-06,10000000,11946007,868,Tomas Tranströmer,"because, through his condensed, translucent images, he gives us fresh access to reality"
2011,Peace,2011-10-07,10000000,11946007,869,Ellen Johnson Sirleaf,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work
2011,Peace,2011-10-07,10000000,11946007,870,Leymah Gbowee,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work
2011,Peace,2011-10-07,10000000,11946007,871,Tawakkol Karman,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work
2011,Physics,2011-10-04,10000000,11946007,864,Saul Perlmutter,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae
2011,Physics,2011-10-04,10000000,11946007,865,Brian P. Schmidt,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae
2011,Physics,2011-10-04,10000000,11946007,866,Adam G. Riess,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae
2011,Physiology or Medicine,2011-10-03,10000000,11946007,861,Bruce A. Beutler,for their discoveries concerning the activation of innate immunity
2011,Physiology or Medicine,2011-10-03,10000000,11946007,862,Jules A. Hoffmann,for their discoveries concerning the activation of innate immunity
2011,Physiology or Medicine,2011-10-03,10000000,11946007,863,Ralph M. Steinman,for his discovery of the dendritic cell and its role in adaptive immunity
2012,Chemistry,2012-10-10,8000000,9471572,878,Robert J. Lefkowitz,for studies of G-protein-coupled receptors
2012,Chemistry,2012-10-10,8000000,9471572,879,Brian Kobilka,for studies of G-protein-coupled receptors
2012,Economic Sciences,2012-10-15,8000000,9471572,882,Alvin E. Roth,for the theory of stable allocations and the practice of market design
2012,Economic Sciences,2012-10-15,8000000,9471572,883,Lloyd S. Shapley,for the theory of stable allocations and the practice of market design
2012,Literature,2012-10-11,8000000,9471572,880,Mo Yan,"who with hallucinatory realism merges folk tales, history and the contemporary"
2012,Peace,2012-10-12,8000000,9471572,881,European Union,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe"
2012,Physics,2012-10-09,8000000,9471572,876,Serge Haroche,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems
2012,Physics,2012-10-09,8000000,9471572,877,David J. Wineland,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems
2012,Physiology or Medicine,2012-10-08,8000000,9471572,874,Sir John B. Gurdon,for the discovery that mature cells can be reprogrammed to become pluripotent
2012,Physiology or Medicine,2012-10-08,8000000,9471572,875,Shinya Yamanaka,for the discovery that mature cells can be reprogrammed to become pluripotent
2013,Chemistry,2013-10-09,8000000,9476854,889,Martin Karplus,for the development of multiscale models for complex chemical systems
2013,Chemistry,2013-10-09,8000000,9476854,890,Michael Levitt,for the development of multiscale models for complex chemical systems
2013,Chemistry,2013-10-09,8000000,9476854,891,Arieh Warshel,for the development of multiscale models for complex chemical systems
2013,Economic Sciences,2013-10-14,8000000,9476854,894,Eugene F. Fama,for their empirical analysis of asset prices
2013,Economic Sciences,2013-10-14,8000000,9476854,895,Lars Peter Hansen,for their empirical analysis of asset prices
2013,Economic Sciences,2013-10-14,8000000,9476854,896,Robert J. Shiller,for their empirical analysis of asset prices
2013,Literature,2013-10-10,8000000,9476854,892,Alice Munro,master of the contemporary short story
2013,Peace,2013-10-11,8000000,9476854,893,Organisation for the Prohibition of Chemical Weapons,for its extensive efforts to eliminate chemical weapons
2013,Physics,2013-10-08,8000000,9476854,887,François Englert,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider"
2013,Physics,2013-10-08,8000000,9476854,888,Peter Higgs,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider"
2013,Physiology or Medicine,2013-10-07,8000000,9476854,884,James E. Rothman,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"
2013,Physiology or Medicine,2013-10-07,8000000,9476854,885,Randy W. Schekman,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"
2013,Physiology or Medicine,2013-10-07,8000000,9476854,886,Thomas C. Südhof,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"
2014,Chemistry,2014-10-08,8000000,9492737,909,Eric Betzig,for the development of super-resolved fluorescence microscopy
2014,Chemistry,2014-10-08,8000000,9492737,910,Stefan W. Hell,for the development of super-resolved fluorescence microscopy
2014,Chemistry,2014-10-08,8000000,9492737,911,William E. Moerner,for the development of super-resolved fluorescence microscopy
2014,Economic Sciences,2014-10-13,8000000,9492737,915,Jean Tirole,for his analysis of market power and regulation
2014,Literature,2014-10-09,8000000,9492737,912,Patrick Modiano,"for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation"
2014,Peace,2014-10-10,8000000,9492737,913,Kailash Satyarthi,for their struggle against the suppression of children and young people and for the right of all children to education
2014,Peace,2014-10-10,8000000,9492737,914,Malala Yousafzai,for their struggle against the suppression of children and young people and for the right of all children to education
2014,Physics,2014-10-07,8000000,9492737,906,Isamu Akasaki,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources
2014,Physics,2014-10-07,8000000,9492737,907,Hiroshi Amano,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources
2014,Physics,2014-10-07,8000000,9492737,908,Shuji Nakamura,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources
2014,Physiology or Medicine,2014-10-06,8000000,9492737,903,John O'Keefe,for their discoveries of cells that constitute a positioning system in the brain
2014,Physiology or Medicine,2014-10-06,8000000,9492737,904,May-Britt Moser,for their discoveries of cells that constitute a positioning system in the brain
2014,Physiology or Medicine,2014-10-06,8000000,9492737,905,Edvard I. Moser,for their discoveries of cells that constitute a positioning system in the brain
2015,Chemistry,2015-10-07,8000000,9498044,921,Tomas Lindahl,for mechanistic studies of DNA repair
2015,Chemistry,2015-10-07,8000000,9498044,922,Paul Modrich,for mechanistic studies of DNA repair
2015,Chemistry,2015-10-07,8000000,9498044,923,Aziz Sancar,for mechanistic studies of DNA repair
2015,Economic Sciences,2015-10-12,8000000,9498044,926,Angus Deaton,"for his analysis of consumption, poverty, and welfare"
2015,Literature,2015-10-08,8000000,9498044,924,Svetlana Alexievich,"for her polyphonic writings, a monument to suffering and courage in our time"
2015,Peace,2015-10-09,8000000,9498044,925,National Dialogue Quartet,for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011
2015,Physics,2015-10-06,8000000,9498044,919,Takaaki Kajita,"for the discovery of neutrino oscillations, which shows that neutrinos have mass"
2015,Physics,2015-10-06,8000000,9498044,920,Arthur B. McDonald,"for the discovery of neutrino oscillations, which shows that neutrinos have mass"
2015,Physiology or Medicine,2015-10-05,8000000,9498044,916,William C. Campbell,for their discoveries concerning a novel therapy against infections caused by roundworm parasites
2015,Physiology or Medicine,2015-10-05,8000000,9498044,917,Satoshi Ōmura,for their discoveries concerning a novel therapy against infections caused by roundworm parasites
2015,Physiology or Medicine,2015-10-05,8000000,9498044,918,Tu Youyou,for her discoveries concerning a novel therapy against Malaria
2016,Chemistry,2016-10-05,8000000,9403431,931,Jean-Pierre Sauvage,for the design and synthesis of molecular machines
2016,Chemistry,2016-10-05,8000000,9403431,932,Sir J. Fraser Stoddart,for the design and synthesis of molecular machines
2016,Chemistry,2016-10-05,8000000,9403431,933,Bernard L. Feringa,for the design and synthesis of molecular machines
2016,Economic Sciences,2016-10-10,8000000,9403431,935,Oliver Hart,for their contributions to contract theory
2016,Economic Sciences,2016-10-10,8000000,9403431,936,Bengt Holmström,for their contributions to contract theory
2016,Literature,2016-10-13,8000000,9403431,937,Bob Dylan,for having created new poetic expressions within the great American song tradition
2016,Peace,2016-10-07,8000000,9403431,934,Juan Manuel Santos,for his resolute efforts to bring the country's more than 50-year-long civil war to an end
2016,Physics,2016-10-04,8000000,9403431,928,David J. Thouless,for theoretical discoveries of topological phase transitions and topological phases of matter
2016,Physics,2016-10-04,8000000,9403431,929,F. Duncan M. Haldane,for theoretical discoveries of topological phase transitions and topological phases of matter
2016,Physics,2016-10-04,8000000,9403431,930,J. Michael Kosterlitz,for theoretical discoveries of topological phase transitions and topological phases of matter
2016,Physiology or Medicine,2016-10-03,8000000,9403431,927,Yoshinori Ohsumi,for his discoveries of mechanisms for autophagy
2017,Chemistry,2017-10-04,9000000,10394780,944,Jacques Dubochet,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution
2017,Chemistry,2017-10-04,9000000,10394780,945,Joachim Frank,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution
2017,Chemistry,2017-10-04,9000000,10394780,946,Richard Henderson,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution
2017,Economic Sciences,2017-10-09,9000000,10394780,949,Richard H. Thaler,for his contributions to behavioural economics
2017,Literature,2017-10-05,9000000,10394780,947,Kazuo Ishiguro,"who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world"
2017,Peace,2017-10-06,9000000,10394780,948,International Campaign to Abolish Nuclear Weapons,for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons
2017,Physics,2017-10-03,9000000,10394780,941,Rainer Weiss,for decisive contributions to the LIGO detector and the observation of gravitational waves
2017,Physics,2017-10-03,9000000,10394780,942,Barry C. Barish,for decisive contributions to the LIGO detector and the observation of gravitational waves
2017,Physics,2017-10-03,9000000,10394780,943,Kip S. Thorne,for decisive contributions to the LIGO detector and the observation of gravitational waves
2017,Physiology or Medicine,2017-10-02,9000000,10394780,938,Jeffrey C. Hall,for their discoveries of molecular mechanisms controlling the circadian rhythm
2017,Physiology or Medicine,2017-10-02,9000000,10394780,939,Michael Rosbash,for their discoveries of molecular mechanisms controlling the circadian rhythm
2017,Physiology or Medicine,2017-10-02,9000000,10394780,940,Michael W. Young,for their discoveries of molecular mechanisms controlling the circadian rhythm
2018,Chemistry,2018-10-03,9000000,10195200,963,Frances H. Arnold,for the directed evolution of enzymes
2018,Chemistry,2018-10-03,9000000,10195200,964,George P. Smith,for the phage display of peptides and antibodies
2018,Chemistry,2018-10-03,9000000,10195200,965,Sir Gregory P. Winter,for the phage display of peptides and antibodies
2018,Economic Sciences,2018-10-01,9000000,10195200,968,William D. Nordhaus,for integrating climate change into long-run macroeconomic analysis
2018,Economic Sciences,2018-10-01,9000000,10195200,969,Paul M. Romer,for integrating technological innovations into long-run macroeconomic analysis
2018,Literature,2019-10-10,9000000,10013620,979,Olga Tokarczuk,for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life
2018,Peace,2018-10-05,9000000,10195200,966,Denis Mukwege,for their efforts to end the use of sexual violence as a weapon of war and armed conflict
2018,Peace,2018-10-05,9000000,10195200,967,Nadia Murad,for their efforts to end the use of sexual violence as a weapon of war and armed conflict
2018,Physics,2018-10-02,9000000,10195200,960,Arthur Ashkin,for the optical tweezers and their application to biological systems
2018,Physics,2018-10-02,9000000,10195200,961,Gérard Mourou,"for their method of generating high-intensity, ultra-short optical pulses"
2018,Physics,2018-10-02,9000000,10195200,962,Donna Strickland,"for their method of generating high-intensity, ultra-short optical pulses"
2018,Physiology or Medicine,2018-10-01,9000000,10195200,958,James P. Allison,for their discovery of cancer therapy by inhibition of negative immune regulation
2018,Physiology or Medicine,2018-10-01,9000000,10195200,959,Tasuku Honjo,for their discovery of cancer therapy by inhibition of negative immune regulation
2019,Chemistry,2019-10-09,9000000,10013620,976,John B. Goodenough,for the development of lithium-ion batteries
2019,Chemistry,2019-10-09,9000000,10013620,977,M. Stanley Whittingham,for the development of lithium-ion batteries
2019,Chemistry,2019-10-09,9000000,10013620,978,Akira Yoshino,for the development of lithium-ion batteries
2019,Economic Sciences,2019-10-14,9000000,10013620,982,Abhijit Banerjee,for their experimental approach to alleviating global poverty
2019,Economic Sciences,2019-10-14,9000000,10013620,983,Esther Duflo,for their experimental approach to alleviating global poverty
2019,Economic Sciences,2019-10-14,9000000,10013620,984,Michael Kremer,for their experimental approach to alleviating global poverty
2019,Literature,2019-10-10,9000000,10013620,980,Peter Handke,for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience
2019,Peace,2019-10-11,9000000,10013620,981,Abiy Ahmed Ali,"for his efforts to achieve peace and international cooperation, and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea"
2019,Physics,2019-10-08,9000000,10013620,973,James Peebles,for theoretical discoveries in physical cosmology
2019,Physics,2019-10-08,9000000,10013620,974,Michel Mayor,for the discovery of an exoplanet orbiting a solar-type star
2019,Physics,2019-10-08,9000000,10013620,975,Didier Queloz,for the discovery of an exoplanet orbiting a solar-type star
2019,Physiology or Medicine,2019-10-07,9000000,10013620,970,William G. Kaelin Jr,for their discoveries of how cells sense and adapt to oxygen availability
2019,Physiology or Medicine,2019-10-07,9000000,10013620,971,Sir Peter J. Ratcliffe,for their discoveries of how cells sense and adapt to oxygen availability
2019,Physiology or Medicine,2019-10-07,9000000,10013620,972,Gregg L. Semenza,for their discoveries of how cells sense and adapt to oxygen availability
2020,Chemistry,2020-10-07,10000000,11074035,991,Emmanuelle Charpentier,for the development of a method for genome editing
2020,Chemistry,2020-10-07,10000000,11074035,992,Jennifer A. Doudna,for the development of a method for genome editing
2020,Economic Sciences,2020-10-12,10000000,11074035,995,Paul R. Milgrom,for improvements to auction theory and inventions of new auction formats
2020,Economic Sciences,2020-10-12,10000000,11074035,996,Robert B. Wilson,for improvements to auction theory and inventions of new auction formats
2020,Literature,2020-10-08,10000000,11074035,993,Louise Glück,for her unmistakable poetic voice that with austere beauty makes individual existence universal
2020,Peace,2020-10-09,10000000,11074035,994,World Food Programme,"for its efforts to combat hunger, for its contribution to bettering conditions for peace in conflict-affected areas and for acting as a driving force in efforts to prevent the use of hunger as a weapon of war and conflict"
2020,Physics,2020-10-06,10000000,11074035,988,Roger Penrose,for the discovery that black hole formation is a robust prediction of the general theory of relativity
2020,Physics,2020-10-06,10000000,11074035,989,Reinhard Genzel,for the discovery of a supermassive compact object at the centre of our galaxy
2020,Physics,2020-10-06,10000000,11074035,990,Andrea Ghez,for the discovery of a supermassive compact object at the centre of our galaxy
2020,Physiology or Medicine,2020-10-05,10000000,11074035,985,Harvey J. Alter,for the discovery of Hepatitis C virus
2020,Physiology or Medicine,2020-10-05,10000000,11074035,986,Michael Houghton,for the discovery of Hepatitis C virus
2020,Physiology or Medicine,2020-10-05,10000000,11074035,987,Charles M. Rice,for the discovery of Hepatitis C virus
2021,Chemistry,2021-10-06,10000000,10836735,1002,Benjamin List,for the development of asymmetric organocatalysis
2021,Chemistry,2021-10-06,10000000,10836735,1003,David W.C. MacMillan,for the development of asymmetric organocatalysis
2021,Economic Sciences,2021-10-11,10000000,10836735,1007,David Card,for his empirical contributions to labour economics
2021,Economic Sciences,2021-10-11,10000000,10836735,1008,Joshua D. Angrist,for their methodological contributions to the analysis of causal relationships
2021,Economic Sciences,2021-10-11,10000000,10836735,1009,Guido W. Imbens,for their methodological contributions to the analysis of causal relationships
2021,Literature,2021-10-07,10000000,10836735,1004,Abdulrazak Gurnah,for his uncompromising and compassionate penetration of the effects of colonialism and the fate of the refugee in the gulf between cultures and continents
2021,Peace,2021-10-08,10000000,10836735,1005,Maria Ressa,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace"
2021,Peace,2021-10-08,10000000,10836735,1006,Dmitry Muratov,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace"
2021,Physics,2021-10-05,10000000,10836735,999,Syukuro Manabe,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming"
2021,Physics,2021-10-05,10000000,10836735,1000,Klaus Hasselmann,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming"
2021,Physics,2021-10-05,10000000,10836735,1001,Giorgio Parisi,for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales
2021,Physiology or Medicine,2021-10-04,10000000,10836735,997,David Julius,for their discoveries of receptors for temperature and touch
2021,Physiology or Medicine,2021-10-04,10000000,10836735,998,Ardem Patapoutian,for their discoveries of receptors for temperature and touch
2022,Chemistry,2022-10-05,10000000,10000000,1015,Carolyn Bertozzi,for the development of click chemistry and bioorthogonal chemistry
2022,Chemistry,2022-10-05,10000000,10000000,1016,Morten Meldal,for the development of click chemistry and bioorthogonal chemistry
2022,Chemistry,2022-10-05,10000000,10000000,743,K. Barry Sharpless,for the development of click chemistry and bioorthogonal chemistry
2022,Economic Sciences,2011-10-10,10000000,10000000,1021,Ben Bernanke,for research on banks and financial crises
2022,Economic Sciences,2011-10-10,10000000,10000000,1022,Douglas Diamond,for research on banks and financial crises
2022,Economic Sciences,2011-10-10,10000000,10000000,1023,Philip Dybvig,for research on banks and financial crises
2022,Literature,2022-10-06,10000000,10000000,1017,Annie Ernaux,"for the courage and clinical acuity with which she uncovers the roots, estrangements and  collective restraints of personal memory"
2022,Peace,2022-10-07,10000000,10000000,1018,Ales Bialiatski,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy."
2022,Peace,2022-10-07,10000000,10000000,1019,Memorial,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy."
2022,Peace,2022-10-07,10000000,10000000,1020,Center for Civil Liberties,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy."
2022,Physics,2022-10-04,10000000,10000000,1012,Alain Aspect,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science"
2022,Physics,2022-10-04,10000000,10000000,1013,John Clauser,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science"
2022,Physics,2022-10-04,10000000,10000000,1014,Anton Zeilinger,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science"
2022,Physiology or Medicine,2022-10-03,10000000,10000000,1011,Svante Pääbo,for his discoveries concerning the genomes of extinct hominins and human evolution
2023,Chemistry,2023-10-04,11000000,10136226,1029,Moungi Bawendi,for the discovery and synthesis of quantum dots
2023,Chemistry,2023-10-04,11000000,10136226,1030,Louis Brus,for the discovery and synthesis of quantum dots
2023,Chemistry,2023-10-04,11000000,10136226,1031,Aleksey Yekimov,for the discovery and synthesis of quantum dots
2023,Economic Sciences,2023-10-09,11000000,10136226,1034,Claudia Goldin,for having advanced our understanding of women’s labour market outcomes
2023,Literature,2023-10-05,11000000,10136226,1032,Jon Fosse,for his innovative plays and prose which give voice to the unsayable
2023,Peace,2023-10-06,11000000,10136226,1033,Narges Mohammadi,for her fight against the oppression of women in Iran and her fight to promote human rights and freedom for all
2023,Physics,2023-10-03,11000000,10136226,1026,Pierre Agostini,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter
2023,Physics,2023-10-03,11000000,10136226,1027,Ferenc Krausz,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter
2023,Physics,2023-10-03,11000000,10136226,1028,Anne L’Huillier,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter
2023,Physiology or Medicine,2023-10-02,11000000,10136226,1024,Katalin Karikó,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19
2023,Physiology or Medicine,2023-10-02,11000000,10136226,1025,Drew Weissman,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19
2024,Chemistry,2024-10-09,11000000,11000000,1039,David Baker,for computational protein design
2024,Chemistry,2024-10-09,11000000,11000000,1040,Demis Hassabis,for protein structure prediction
2024,Chemistry,2024-10-09,11000000,11000000,1041,John Jumper,for protein structure prediction
2024,Economic Sciences,2024-10-14,11000000,11000000,1044,Daron Acemoglu,for studies of how institutions are formed and affect prosperity
2024,Economic Sciences,2024-10-14,11000000,11000000,1045,Simon Johnson,for studies of how institutions are formed and affect prosperity
2024,Economic Sciences,2024-10-14,11000000,11000000,1046,James A. Robinson,for studies of how institutions are formed and affect prosperity
2024,Literature,2024-10-10,11000000,11000000,1042,Han Kang,for her intense poetic prose that confronts historical traumas and exposes the fragility of human life
2024,Peace,2024-10-11,11000000,11000000,1043,Nihon Hidankyo,for its efforts to achieve a world free of nuclear weapons and for demonstrating through witness testimony that nuclear weapons must never be used again
2024,Physics,2024-10-08,11000000,11000000,1037,John J. Hopfield,for foundational discoveries and inventions that enable machine learning with artificial neural networks
2024,Physics,2024-10-08,11000000,11000000,1038,Geoffrey Hinton,for foundational discoveries and inventions that enable machine learning with artificial neural networks
2024,Physiology or Medicine,2024-10-07,11000000,11000000,1035,Victor Ambros,for the discovery of microRNA and its role in post-transcriptional gene regulation
2024,Physiology or Medicine,2024-10-07,11000000,11000000,1036,Gary Ruvkun,for the discovery of microRNA and its role in post-transcriptional gene regulation
