awardYear,category,dateAwarded,prizeAmount,prizeAmountAdjusted,id,name,motivation
1901,Chemistry,1901-11-12,150782,9704878,160,Jacobus H. van 't Hoff,in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions
1901,Literature,1901-11-14,150782,9704878,569,Sully Prudhomme,"in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect"
1901,Peace,1901-12-10,150782,9704878,462,Henry Dunant,for his humanitarian efforts to help wounded soldiers and create international understanding
1901,Peace,1901-12-10,150782,9704878,463,Frédéric Passy,"for his lifelong work for international peace conferences, diplomacy and arbitration"
1901,Physics,1901-11-12,150782,9704878,1,Wilhelm Conrad Röntgen,in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him
1901,Physiology or Medicine,1901-10-30,150782,9704878,293,Emil von Behring,"for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths"
1902,Chemistry,1902-11-11,141847,9129789,161,Emil Fischer,in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses
1902,Literature,1902-11-13,141847,9129789,571,Theodor Mommsen,"the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>"
1902,Peace,1902-12-10,141847,9129789,464,Élie Ducommun,for his untiring and skilful directorship of the Bern Peace Bureau
1902,Peace,1902-12-10,141847,9129789,465,Albert Gobat,for his eminently practical administration of the Inter-Parliamentary Union
1902,Physics,1902-11-11,141847,9129789,2,Hendrik A. Lorentz,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena
1902,Physics,1902-11-11,141847,9129789,3,Pieter Zeeman,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena
1902,Physiology or Medicine,1902-10-30,141847,9129789,294,Ronald Ross,"for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it"
1903,Chemistry,1903-11-12,141358,8830717,162,Svante Arrhenius,in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation
1903,Literature,1903-11-19,141358,8830717,572,Bjørnstjerne Bjørnson,"as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit"
1903,Peace,1903-12-10,141358,8830717,466,Randal Cremer,for his longstanding and devoted effort in favour of the ideas of peace and arbitration
1903,Physics,1903-11-12,141358,8830717,4,Henri Becquerel,in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity
1903,Physics,1903-11-12,141358,8830717,5,Pierre Curie,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel
1903,Physics,1903-11-12,141358,8830717,6,Marie Curie,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel
1903,Physiology or Medicine,1903-10-15,141358,8830717,295,Niels Ryberg Finsen,"in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science"
1904,Chemistry,1904-11-08,140859,8799545,163,Sir William Ramsay,"in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system"
1904,Literature,1904-11-17,140859,8799545,573,Frédéric Mistral,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist"
1904,Literature,1904-11-17,140859,8799545,574,José Echegaray,"in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama"
1904,Peace,1904-12-10,140859,8799545,467,Institute of International Law,for its striving in public law to develop peaceful ties between nations and to make the laws of war more humane
1904,Physics,1904-11-08,140859,8799545,8,Lord Rayleigh,for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies
1904,Physiology or Medicine,1904-10-20,140859,8799545,296,Ivan Pavlov,"in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged"
1905,Chemistry,1905-11-09,138089,8626501,164,Adolf von Baeyer,"in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds"
1905,Literature,1905-11-09,138089,8626501,575,Henryk Sienkiewicz,because of his outstanding merits as an epic writer
1905,Peace,1905-12-10,138089,8626501,468,Bertha von Suttner,for her audacity to oppose the horrors of war
1905,Physics,1905-11-09,138089,8626501,9,Philipp Lenard,for his work on cathode rays
1905,Physiology or Medicine,1905-10-12,138089,8626501,297,Robert Koch,for his investigations and discoveries in relation to tuberculosis
1906,Chemistry,1906-11-12,138536,8407156,165,Henri Moissan,"in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him"
1906,Literature,1906-11-08,138536,8407156,576,Giosuè Carducci,"not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces"
1906,Peace,1906-12-10,138536,8407156,470,Theodore Roosevelt,"for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia"
1906,Physics,1906-11-12,138536,8407156,10,J.J. Thomson,in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases
1906,Physiology or Medicine,1906-10-25,138536,8407156,298,Camillo Golgi,in recognition of their work on the structure of the nervous system
1906,Physiology or Medicine,1906-10-25,138536,8407156,299,Santiago Ramón y Cajal,in recognition of their work on the structure of the nervous system
1907,Chemistry,1907-11-12,138796,7967641,166,Eduard Buchner,for his biochemical researches and his discovery of cell-free fermentation
1907,Literature,1907-11-07,138796,7967641,577,Rudyard Kipling,"in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author"
1907,Peace,1907-12-10,138796,7967641,471,Ernesto Teodoro Moneta,"for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy"
1907,Peace,1907-12-10,138796,7967641,472,Louis Renault,for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences
1907,Physics,1907-11-12,138796,7967641,11,Albert A. Michelson,for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid
1907,Physiology or Medicine,1907-10-31,138796,7967641,300,Alphonse Laveran,in recognition of his work on the role played by protozoa in causing diseases
1908,Chemistry,1908-11-10,139800,8025276,167,Ernest Rutherford,"for his investigations into the disintegration of the elements, and the chemistry of radioactive substances"
1908,Literature,1908-11-12,139800,8025276,578,Rudolf Eucken,"in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life"
1908,Peace,1908-12-10,139800,8025276,473,Klas Pontus Arnoldson,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors"
1908,Peace,1908-12-10,139800,8025276,474,Fredrik Bajer,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors"
1908,Physics,1908-11-10,139800,8025276,12,Gabriel Lippmann,for his method of reproducing colours photographically based on the phenomenon of interference
1908,Physiology or Medicine,1908-10-29,139800,8025276,301,Ilya Mechnikov,in recognition of their work on immunity
1908,Physiology or Medicine,1908-10-29,139800,8025276,302,Paul Ehrlich,in recognition of their work on immunity
1909,Chemistry,1909-11-09,139800,8025276,168,Wilhelm Ostwald,in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction
1909,Literature,1909-11-11,139800,8025276,579,Selma Lagerlöf,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings"
1909,Peace,1909-12-10,139800,8025276,475,Auguste Beernaert,for their prominent position in the international movement for peace and arbitration
1909,Peace,1909-12-10,139800,8025276,476,Paul Henri d'Estournelles de Constant,for their prominent position in the international movement for peace and arbitration
1909,Physics,1909-11-09,139800,8025276,13,Guglielmo Marconi,in recognition of their contributions to the development of wireless telegraphy
1909,Physics,1909-11-09,139800,8025276,14,Ferdinand Braun,in recognition of their contributions to the development of wireless telegraphy
1909,Physiology or Medicine,1909-10-28,139800,8025276,303,Theodor Kocher,"for his work on the physiology, pathology and surgery of the thyroid gland"
1910,Chemistry,1910-11-12,140703,8077113,169,Otto Wallach,in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds
1910,Literature,1910-11-10,140703,8077113,580,Paul Heyse,"as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories"
1910,Peace,1910-12-10,140703,8077113,477,Permanent International Peace Bureau,"for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement"
1910,Physics,1910-11-05,140703,8077113,15,Johannes Diderik van der Waals,for his work on the equation of state for gases and liquids
1910,Physiology or Medicine,1910-10-20,140703,8077113,304,Albrecht Kossel,"in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances"
1911,Chemistry,1911-11-07,140695,8301005,6,Marie Curie,"in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element"
1911,Literature,1911-11-09,140695,8301005,581,Maurice Maeterlinck,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations"
1911,Peace,1911-12-10,140695,8301005,478,Tobias Asser,"for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations"
1911,Peace,1911-12-10,140695,8301005,479,Alfred Fried,"for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations"
1911,Physics,1911-11-07,140695,8301005,16,Wilhelm Wien,for his discoveries regarding the laws governing the radiation of heat
1911,Physiology or Medicine,1911-10-19,140695,8301005,305,Allvar Gullstrand,for his work on the dioptrics of the eye
1912,Chemistry,1912-11-12,140476,7650539,172,Victor Grignard,"for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry"
1912,Chemistry,1912-11-12,140476,7650539,173,Paul Sabatier,for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years
1912,Literature,1912-11-14,140476,7650539,582,Gerhart Hauptmann,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art"
1912,Peace,1913-12-10,140476,7650539,480,Elihu Root,for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries
1912,Physics,1912-11-12,140476,7650539,17,Gustaf Dalén,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys
1912,Physiology or Medicine,1912-10-10,140476,7650539,306,Alexis Carrel,in recognition of his work on vascular suture and the transplantation of blood vessels and organs
1913,Chemistry,1913-11-11,143010,7788545,174,Alfred Werner,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry
1913,Literature,1913-11-13,143010,7788545,583,Rabindranath Tagore,"because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West"
1913,Peace,1913-12-10,143010,7788545,481,Henri La Fontaine,for his unparalleled contribution to the organization of peaceful internationalism
1913,Physics,1913-11-11,143010,7788545,18,Heike Kamerlingh Onnes,"for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium"
1913,Physiology or Medicine,1913-10-30,143010,7788545,307,Charles Richet,in recognition of his work on anaphylaxis
1914,Chemistry,1915-11-11,146900,8000400,175,Theodore W. Richards,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements
1914,Literature,,146900,8000400,,,
1914,Peace,,146900,8000400,,,
1914,Physics,1915-11-11,146900,8000400,19,Max von Laue,for his discovery of the diffraction of X-rays by crystals
1914,Physiology or Medicine,1915-10-29,146900,8000400,308,Robert Bárány,for his work on the physiology and pathology of the vestibular apparatus
1915,Chemistry,1915-11-11,149223,7043326,176,Richard Willstätter,"for his researches on plant pigments, especially chlorophyll"
1915,Literature,1916-11-09,149223,7043326,584,Romain Rolland,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings
1915,Peace,1915-10-01,149223,7043326,,,
1915,Physics,1915-11-12,149223,7043326,20,William Bragg,for their services in the analysis of crystal structure by means of X-rays
1915,Physics,1915-11-12,149223,7043326,21,Lawrence Bragg,for their services in the analysis of crystal structure by means of X-rays
1915,Physiology or Medicine,,149223,7043326,,,
1916,Chemistry,1916-10-01,131793,5488791,,,
1916,Literature,1916-11-09,131793,5488791,585,Verner von Heidenstam,in recognition of his significance as the leading representative of a new era in our literature
1916,Peace,,131793,5488791,,,
1916,Physics,1916-10-01,131793,5488791,,,
1916,Physiology or Medicine,1916-10-01,131793,5488791,,,
1917,Chemistry,,133823,4441251,,,
1917,Literature,1917-11-08,133823,4441251,586,Karl Gjellerup,"for his varied and rich poetry, which is inspired by lofty ideals"
1917,Literature,1917-11-08,133823,4441251,587,Henrik Pontoppidan,for his authentic descriptions of present-day life in Denmark
1917,Peace,1917-12-10,133823,4441251,482,International Committee of the Red Cross,for the efforts to take care of wounded soldiers and prisoners of war and their families
1917,Physics,1918-11-12,133823,4441251,22,Charles Glover Barkla,for his discovery of the characteristic R&ouml;ntgen radiation of the elements
1917,Physiology or Medicine,,133823,4441251,,,
1918,Chemistry,1919-11-13,138198,3225632,177,Fritz Haber,for the synthesis of ammonia from its elements
1918,Literature,,138198,3225632,,,
1918,Peace,,138198,3225632,,,
1918,Physics,1919-11-13,138198,3225632,23,Max Planck,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta
1918,Physiology or Medicine,,138198,3225632,,,
1919,Chemistry,,133127,2692969,,,
1919,Literature,1920-11-11,133127,2692969,588,Carl Spitteler,"in special appreciation of his epic, <I>Olympian Spring</I>"
1919,Peace,1920-12-10,133127,2692969,483,Woodrow Wilson,for his role as founder of the League of Nations
1919,Physics,1919-11-13,133127,2692969,24,Johannes Stark,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields
1919,Physiology or Medicine,1920-10-28,133127,2692969,309,Jules Bordet,for his discoveries relating to immunity
1920,Chemistry,1921-11-10,134100,2712651,178,Walther Nernst,in recognition of his work in thermochemistry
1920,Literature,1920-11-11,134100,2712651,589,Knut Hamsun,"for his monumental work, <I>Growth of the Soil</I>"
1920,Peace,1920-12-10,134100,2712651,484,Léon Bourgeois,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations
1920,Physics,1920-11-11,134100,2712651,25,Charles Edouard Guillaume,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys
1920,Physiology or Medicine,1920-10-28,134100,2712651,310,August Krogh,for his discovery of the capillary motor regulating mechanism
1921,Chemistry,1922-11-09,121573,2869123,179,Frederick Soddy,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes"
1921,Literature,1921-11-10,121573,2869123,590,Anatole France,"in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament"
1921,Peace,1921-12-10,121573,2869123,485,Hjalmar Branting,for their lifelong contributions to the cause of peace and organized internationalism
1921,Peace,1921-12-10,121573,2869123,486,Christian Lange,for their lifelong contributions to the cause of peace and organized internationalism
1921,Physics,1922-11-09,121573,2869123,26,Albert Einstein,"for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect"
1921,Physiology or Medicine,,121573,2869123,,,
1922,Chemistry,1922-11-09,122483,3563752,180,Francis W. Aston,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule"
1922,Literature,1922-11-09,122483,3563752,592,Jacinto Benavente,for the happy manner in which he has continued the illustrious traditions of the Spanish drama
1922,Peace,1922-12-10,122483,3563752,487,Fridtjof Nansen,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees"
1922,Physics,1922-11-09,122483,3563752,27,Niels Bohr,for his services in the investigation of the structure of atoms and of the radiation emanating from them
1922,Physiology or Medicine,1922-10-25,122483,3563752,311,Archibald V. Hill,for his discovery relating to the production of heat in the muscle
1922,Physiology or Medicine,1922-10-25,122483,3563752,312,Otto Meyerhof,for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle
1923,Chemistry,1923-11-13,114935,3590029,181,Fritz Pregl,for his invention of the method of micro-analysis of organic substances
1923,Literature,1923-11-14,114935,3590029,593,William Butler Yeats,"for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation"
1923,Peace,,114935,3590029,,,
1923,Physics,1923-11-13,114935,3590029,28,Robert A. Millikan,for his work on the elementary charge of electricity and on the photoelectric effect
1923,Physiology or Medicine,1923-10-25,114935,3590029,313,Frederick G. Banting,for the discovery of insulin
1923,Physiology or Medicine,1923-10-25,114935,3590029,314,John Macleod,for the discovery of insulin
1924,Chemistry,,116719,3645752,,,
1924,Literature,1924-11-13,116719,3645752,594,Władysław Reymont,"for his great national epic, <I>The Peasants</I>"
1924,Peace,,116719,3645752,,,
1924,Physics,1925-11-12,116719,3645752,29,Manne Siegbahn,for his discoveries and research in the field of X-ray spectroscopy
1924,Physiology or Medicine,1924-10-23,116719,3645752,315,Willem Einthoven,for his discovery of the mechanism of the electrocardiogram
1925,Chemistry,1926-11-11,118165,3637427,182,Richard Zsigmondy,"for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry"
1925,Literature,1926-11-11,118165,3637427,596,George Bernard Shaw,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty"
1925,Peace,1926-12-10,118165,3637427,488,Sir Austen Chamberlain,for his crucial role in bringing about the Locarno Treaty
1925,Peace,1926-12-10,118165,3637427,489,Charles G. Dawes,for his crucial role in bringing about the Dawes Plan
1925,Physics,1926-11-11,118165,3637427,30,James Franck,for their discovery of the laws governing the impact of an electron upon an atom
1925,Physics,1926-11-11,118165,3637427,31,Gustav Hertz,for their discovery of the laws governing the impact of an electron upon an atom
1925,Physiology or Medicine,,118165,3637427,,,
1926,Chemistry,1926-11-11,116960,3707807,183,The Svedberg,for his work on disperse systems
1926,Literature,1927-11-10,116960,3707807,597,Grazia Deledda,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general
1926,Peace,1926-12-10,116960,3707807,490,Aristide Briand,for their crucial role in bringing about the Locarno Treaty
1926,Peace,1926-12-10,116960,3707807,491,Gustav Stresemann,for their crucial role in bringing about the Locarno Treaty
1926,Physics,1926-11-11,116960,3707807,32,Jean Baptiste Perrin,"for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium"
1926,Physiology or Medicine,1927-10-27,116960,3707807,316,Johannes Fibiger,for his discovery of the Spiroptera carcinoma
1927,Chemistry,1928-11-13,126501,4071032,184,Heinrich Wieland,for his investigations of the constitution of the bile acids and related substances
1927,Literature,1928-11-13,126501,4071032,600,Henri Bergson,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented
1927,Peace,1927-12-10,126501,4071032,492,Ferdinand Buisson,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation
1927,Peace,1927-12-10,126501,4071032,493,Ludwig Quidde,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation
1927,Physics,1927-11-10,126501,4071032,33,Arthur H. Compton,for his discovery of the effect named after him
1927,Physics,1927-11-10,126501,4071032,34,C.T.R. Wilson,for his method of making the paths of electrically charged particles visible by condensation of vapour
1927,Physiology or Medicine,1927-10-27,126501,4071032,317,Julius Wagner-Jauregg,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica
1928,Chemistry,1928-11-13,156939,5050582,185,Adolf Windaus,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins
1928,Literature,1928-11-13,156939,5050582,601,Sigrid Undset,principally for her powerful descriptions of Northern life during the Middle Ages
1928,Peace,,156939,5050582,,,
1928,Physics,1929-11-12,156939,5050582,35,Owen Willans Richardson,for his work on the thermionic phenomenon and especially for the discovery of the law named after him
1928,Physiology or Medicine,1928-10-25,156939,5050582,318,Charles Nicolle,for his work on typhus
1929,Chemistry,1929-11-12,172760,5559731,186,Arthur Harden,for their investigations on the fermentation of sugar and fermentative enzymes
1929,Chemistry,1929-11-12,172760,5559731,187,Hans von Euler-Chelpin,for their investigations on the fermentation of sugar and fermentative enzymes
1929,Literature,1929-11-12,172760,5559731,602,Thomas Mann,"principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature"
1929,Peace,1930-12-10,172760,5559731,494,Frank B. Kellogg,for his crucial role in bringing about the Briand-Kellogg Pact
1929,Physics,1929-11-12,172760,5559731,36,Louis de Broglie,for his discovery of the wave nature of electrons
1929,Physiology or Medicine,1929-10-31,172760,5559731,319,Christiaan Eijkman,for his discovery of the antineuritic vitamin
1929,Physiology or Medicine,1929-10-31,172760,5559731,320,Sir Frederick Hopkins,for his discovery of the growth-stimulating vitamins
1930,Chemistry,1930-11-13,172947,5739679,188,Hans Fischer,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin
1930,Literature,1930-11-05,172947,5739679,603,Sinclair Lewis,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters"
1930,Peace,1930-12-10,172947,5739679,495,Nathan Söderblom,for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'
1930,Physics,1930-11-13,172947,5739679,37,Sir Chandrasekhara Venkata Raman,for his work on the scattering of light and for the discovery of the effect named after him
1930,Physiology or Medicine,1930-10-30,172947,5739679,321,Karl Landsteiner,for his discovery of human blood groups
1931,Chemistry,1931-11-12,173206,5933702,189,Carl Bosch,in recognition of their contributions to the invention and development of chemical high pressure methods
1931,Chemistry,1931-11-12,173206,5933702,190,Friedrich Bergius,in recognition of their contributions to the invention and development of chemical high pressure methods
1931,Literature,1931-11-08,173206,5933702,604,Erik Axel Karlfeldt,The poetry of Erik Axel Karlfeldt
1931,Peace,1931-12-10,173206,5933702,496,Jane Addams,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind
1931,Peace,1931-12-10,173206,5933702,497,Nicholas Murray Butler,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind
1931,Physics,,173206,5933702,,,
1931,Physiology or Medicine,1931-10-29,173206,5933702,322,Otto Warburg,for his discovery of the nature and mode of action of the respiratory enzyme
1932,Chemistry,1932-11-10,171753,5980383,191,Irving Langmuir,for his discoveries and investigations in surface chemistry
1932,Literature,1932-11-10,171753,5980383,605,John Galsworthy,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>
1932,Peace,1932-10-01,171753,5980383,,,
1932,Physics,1933-11-09,171753,5980383,38,Werner Heisenberg,"for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen"
1932,Physiology or Medicine,1932-10-27,171753,5980383,323,Sir Charles Sherrington,for their discoveries regarding the functions of neurons
1932,Physiology or Medicine,1932-10-27,171753,5980383,324,Edgar Adrian,for their discoveries regarding the functions of neurons
1933,Chemistry,,170332,6131952,,,
1933,Literature,1933-11-09,170332,6131952,606,Ivan Bunin,for the strict artistry with which he has carried on the classical Russian traditions in prose writing
1933,Peace,1934-12-10,170332,6131952,498,Sir Norman Angell,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace
1933,Physics,1933-11-09,170332,6131952,39,Erwin Schrödinger,for the discovery of new productive forms of atomic theory
1933,Physics,1933-11-09,170332,6131952,40,Paul A.M. Dirac,for the discovery of new productive forms of atomic theory
1933,Physiology or Medicine,1933-10-20,170332,6131952,325,Thomas H. Morgan,for his discoveries concerning the role played by the chromosome in heredity
1934,Chemistry,1934-11-15,162608,5853888,192,Harold C. Urey,for his discovery of heavy hydrogen
1934,Literature,1934-11-08,162608,5853888,607,Luigi Pirandello,for his bold and ingenious revival of dramatic and scenic art
1934,Peace,1934-12-10,162608,5853888,499,Arthur Henderson,for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34
1934,Physics,,162608,5853888,,,
1934,Physiology or Medicine,1934-10-25,162608,5853888,326,George H. Whipple,for their discoveries concerning liver therapy in cases of anaemia
1934,Physiology or Medicine,1934-10-25,162608,5853888,327,George R. Minot,for their discoveries concerning liver therapy in cases of anaemia
1934,Physiology or Medicine,1934-10-25,162608,5853888,328,William P. Murphy,for their discoveries concerning liver therapy in cases of anaemia
1935,Chemistry,1935-11-14,159917,5661062,193,Frédéric Joliot,in recognition of their synthesis of new radioactive elements
1935,Chemistry,1935-11-14,159917,5661062,194,Irène Joliot-Curie,in recognition of their synthesis of new radioactive elements
1935,Literature,,159917,5661062,,,
1935,Peace,1936-11-24,159917,5661062,500,Carl von Ossietzky,for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace
1935,Physics,1935-11-14,159917,5661062,41,James Chadwick,for the discovery of the neutron
1935,Physiology or Medicine,1935-10-24,159917,5661062,329,Hans Spemann,for his discovery of the organizer effect in embryonic development
1936,Chemistry,1936-11-12,159850,5565925,195,Peter Debye,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases
1936,Literature,1936-11-12,159850,5565925,608,Eugene O'Neill,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy"
1936,Peace,1936-11-24,159850,5565925,501,Carlos Saavedra Lamas,"for his role as father of the Argentine Antiwar Pact of 1933, which he also used as a means to mediate peace between Paraguay and Bolivia in 1935"
1936,Physics,1936-11-12,159850,5565925,42,Victor F. Hess,for his discovery of cosmic radiation
1936,Physics,1936-11-12,159850,5565925,43,Carl D. Anderson,for his discovery of the positron
1936,Physiology or Medicine,1936-10-29,159850,5565925,330,Sir Henry Dale,for their discoveries relating to chemical transmission of nerve impulses
1936,Physiology or Medicine,1936-10-29,159850,5565925,331,Otto Loewi,for their discoveries relating to chemical transmission of nerve impulses
1937,Chemistry,1937-11-11,158463,5342467,196,Norman Haworth,for his investigations on carbohydrates and vitamin C
1937,Chemistry,1937-11-11,158463,5342467,197,Paul Karrer,"for his investigations on carotenoids, flavins and vitamins A and B2"
1937,Literature,1937-11-11,158463,5342467,609,Roger Martin du Gard,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>
1937,Peace,1937-11-18,158463,5342467,502,"Robert Cecil, Viscount Cecil of Chelwood","for his tireless effort in support of the League of Nations, disarmament and peace"
1937,Physics,1937-11-11,158463,5342467,44,Clinton Davisson,for their experimental discovery of the diffraction of electrons by crystals
1937,Physics,1937-11-11,158463,5342467,45,George Paget Thomson,for their experimental discovery of the diffraction of electrons by crystals
1937,Physiology or Medicine,1937-10-28,158463,5342467,332,Albert Szent-Györgyi,"for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid"
1938,Chemistry,1939-11-09,155077,5146618,198,Richard Kuhn,for his work on carotenoids and vitamins
1938,Literature,1938-11-10,155077,5146618,610,Pearl Buck,for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces
1938,Peace,1938-11-17,155077,5146618,503,Nansen International Office for Refugees,for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe
1938,Physics,1938-11-10,155077,5146618,46,Enrico Fermi,"for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons"
1938,Physiology or Medicine,1939-10-26,155077,5146618,333,Corneille Heymans,for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration
1939,Chemistry,1939-11-09,148822,4789363,199,Adolf Butenandt,for his work on sex hormones
